no,userstory,role,capability,objective,informal_normalized_userstory,normalized_dataframe,tokenized_userstory,stopwords_userstory,lemmatized_userstory,string_lemmatized_userstory
۲۷۷,به عنوان یک کاربر من می‌خواهم زمانی که خطایی در وارد کردن اطلاعات انجام می‌دهم، فوراً پیامی به من داده شود که علت مشکل و راه‌حل آن را توضیح دهد تا بتوانم خطای خود را اصلاح کرده و فرآیند را ادامه دهم. ,کاربر,زمانی که خطایی در وارد کردن اطلاعات انجام می‌دهم، فوراً پیامی به من داده شود که علت مشکل و راه‌حل آن را توضیح دهد,خطای خود را اصلاح کرده و فرآیند را ادامه دهم.,به عنوان یک کاربر من می‌خواهم زمانی که خطایی در وارد کردن اطلاعات انجام می‌دهم ، فورا پیامی به من داده_شود که علت مشکل و راه‌حل آن را توضیح دهد تا بتوانم خطای خود را اصلاح کرده و فرآیند را ادامه دهم .,به عنوان یک کاربر من می‌خواهم زمانی که خطایی در وارد کردن اطلاعات انجام می‌دهم، فورا پیامی به من داده_شود که علت مشکل و راه‌حل آن را توضیح دهد تا بتوانم خطای خود را اصلاح کرده و فرآیند را ادامه دهم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'زمانی', 'که', 'خطایی', 'در', 'وارد', 'کردن', 'اطلاعات', 'انجام', 'می\u200cدهم', '،', 'فورا', 'پیامی', 'به', 'من', 'داده_شود', 'که', 'علت', 'مشکل', 'و', 'راه\u200cحل', 'آن', 'را', 'توضیح', 'دهد', 'تا', 'بتوانم', 'خطای', 'خود', 'را', 'اصلاح', 'کرده', 'و', 'فرآیند', 'را', 'ادامه', 'دهم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'زمانی', 'خطایی', 'اطلاعات', 'انجام', 'می\u200cدهم', '،', 'فورا', 'پیامی', 'داده_شود', 'مشکل', 'راه\u200cحل', 'توضیح', 'بتوانم', 'خطای', 'اصلاح', 'فرآیند', 'ادامه', 'دهم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'زمانی', 'خطا', 'اطلاعات', 'انجام', 'داد#ده', '،', 'فورا', 'پیامی', 'داد#ده', 'مشکل', 'راه\u200cحل', 'توضیح', 'توانست#توان', 'خطای', 'اصلاح', 'فرآیند', 'ادامه', 'دهم', '.']",عنوان کاربر خواست#خواه زمانی خطا اطلاعات انجام داد#ده ، فورا پیامی داد#ده مشکل راه‌حل توضیح توانست#توان خطای اصلاح فرآیند ادامه دهم .
۲۷۸,به عنوان یک کاربر من می‌خواهم این امکان را داشته باشم که به راحتی تنظیمات و اولویت‌های صفحه یا اپلیکیشن خود را تغییر دهم تا بتوانم تجربه کاربری خود را به شکلی که برای من راحت‌تر است تنظیم کنم. ,کاربر,این امکان را داشته باشم که به راحتی تنظیمات و اولویت‌های صفحه یا اپلیکیشن خود را تغییر دهم,تجربه کاربری خود را به شکلی که برای من راحت‌تر است تنظیم کنم.,به عنوان یک کاربر من می‌خواهم این امکان را داشته_باشم که به راحتی تنظیمات و اولویت‌های صفحه یا اپلیکیشن خود را تغییر دهم تا بتوانم تجربه کاربری خود را به شکلی که برای من راحت‌تر است تنظیم کنم .,به عنوان یک کاربر من می‌خواهم این امکان را داشته_باشم که به راحتی تنظیمات و اولویت‌های صفحه یا اپلیکیشن خود را تغییر دهم تا بتوانم تجربه کاربری خود را به شکلی که برای من راحت‌تر است تنظیم کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'این', 'امکان', 'را', 'داشته_باشم', 'که', 'به', 'راحتی', 'تنظیمات', 'و', 'اولویت\u200cهای', 'صفحه', 'یا', 'اپلیکیشن', 'خود', 'را', 'تغییر', 'دهم', 'تا', 'بتوانم', 'تجربه', 'کاربری', 'خود', 'را', 'به', 'شکلی', 'که', 'برای', 'من', 'راحت\u200cتر', 'است', 'تنظیم', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'داشته_باشم', 'راحتی', 'تنظیمات', 'اولویت\u200cهای', 'صفحه', 'اپلیکیشن', 'دهم', 'بتوانم', 'تجربه', 'کاربری', 'شکلی', 'راحت\u200cتر', 'تنظیم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'داشت#دار', 'راحتی', 'تنظیمات', 'اولویت', 'صفحه', 'اپلیکیشن', 'دهم', 'توانست#توان', 'تجربه', 'کاربری', 'شکلی', 'راحت', 'تنظیم', '.']",عنوان کاربر خواست#خواه داشت#دار راحتی تنظیمات اولویت صفحه اپلیکیشن دهم توانست#توان تجربه کاربری شکلی راحت تنظیم .
۲۷۹,به عنوان یک کاربر من می‌خواهم تجربه کاربری یکسان و راحت را چه در کامپیوتر و چه در موبایل داشته باشم تا بتوانم بدون مشکل از هر دستگاهی برای دسترسی به سرویس استفاده کنم. ,کاربر,تجربه کاربری یکسان و راحت را چه در کامپیوتر و چه در موبایل داشته باشم,بدون مشکل از هر دستگاهی برای دسترسی به سرویس استفاده کنم.,به عنوان یک کاربر من می‌خواهم تجربه کاربری یکسان و راحت را چه در کامپیوتر و چه در موبایل داشته_باشم تا بتوانم بدون مشکل از هر دستگاهی برای دسترسی به سرویس استفاده کنم .,به عنوان یک کاربر من می‌خواهم تجربه کاربری یکسان و راحت را چه در کامپیوتر و چه در موبایل داشته_باشم تا بتوانم بدون مشکل از هر دستگاهی برای دسترسی به سرویس استفاده کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'تجربه', 'کاربری', 'یکسان', 'و', 'راحت', 'را', 'چه', 'در', 'کامپیوتر', 'و', 'چه', 'در', 'موبایل', 'داشته_باشم', 'تا', 'بتوانم', 'بدون', 'مشکل', 'از', 'هر', 'دستگاهی', 'برای', 'دسترسی', 'به', 'سرویس', 'استفاده', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'تجربه', 'کاربری', 'یکسان', 'راحت', 'کامپیوتر', 'موبایل', 'داشته_باشم', 'بتوانم', 'مشکل', 'دستگاهی', 'دسترسی', 'سرویس', 'استفاده', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'تجربه', 'کاربری', 'یکسان', 'راحت', 'کامپیوتر', 'موبایل', 'داشت#دار', 'توانست#توان', 'مشکل', 'دستگاهی', 'دسترسی', 'سرویس', 'استفاده', '.']",عنوان کاربر خواست#خواه تجربه کاربری یکسان راحت کامپیوتر موبایل داشت#دار توانست#توان مشکل دستگاهی دسترسی سرویس استفاده .
۲۸۰,به عنوان یک کاربر من می‌خواهم اگر چیزی را فراموش کرده باشم (مثلاً تکمیل نکردن فرمی یا انجام ندادن یک اقدام ضروری)، به طور خودکار یک یادآوری دریافت کنم تا بتوانم از انجام کارهای ضروری بازنمانم و از زمان خود به‌طور بهینه استفاده کنم. ,کاربر,اگر چیزی را فراموش کرده باشم (مثلاً تکمیل نکردن فرمی یا انجام ندادن یک اقدام ضروری)، به طور خودکار یک یادآوری دریافت کنم,از انجام کارهای ضروری بازنمانم و از زمان خود به‌طور بهینه استفاده کنم.,به عنوان یک کاربر من می‌خواهم اگر چیزی را فراموش کرده_باشم ( مثلاً تکمیل نکردن فرمی یا انجام ندادن یک اقدام ضروری ) ، به طور خودکار یک یادآوری دریافت کنم تا بتوانم از انجام کارهای ضروری بازنمانم و از زمان خود به‌طور بهینه استفاده کنم .,به عنوان یک کاربر من می‌خواهم اگر چیزی را فراموش کرده_باشم (مثلا تکمیل نکردن فرمی یا انجام ندادن یک اقدام ضروری)، به طور خودکار یک یادآوری دریافت کنم تا بتوانم از انجام کارهای ضروری بازنمانم و از زمان خود به‌طور بهینه استفاده کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'اگر', 'چیزی', 'را', 'فراموش', 'کرده_باشم', '(', 'مثلا', 'تکمیل', 'نکردن', 'فرمی', 'یا', 'انجام', 'ندادن', 'یک', 'اقدام', 'ضروری', ')', '،', 'به', 'طور', 'خودکار', 'یک', 'یادآوری', 'دریافت', 'کنم', 'تا', 'بتوانم', 'از', 'انجام', 'کارهای', 'ضروری', 'بازنمانم', 'و', 'از', 'زمان', 'خود', 'به\u200cطور', 'بهینه', 'استفاده', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'فراموش', 'کرده_باشم', '(', 'مثلا', 'تکمیل', 'نکردن', 'فرمی', 'انجام', 'ندادن', 'اقدام', 'ضروری', ')', '،', 'خودکار', 'یادآوری', 'دریافت', 'بتوانم', 'انجام', 'کارهای', 'ضروری', 'بازنمانم', 'زمان', 'به\u200cطور', 'بهینه', 'استفاده', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'فراموش', 'کرد#کن', '(', 'مثلا', 'تکمیل', 'نکردن', 'فرمی', 'انجام', 'ندادن', 'اقدام', 'ضروری', ')', '،', 'خودکار', 'یادآوری', 'دریافت', 'توانست#توان', 'انجام', 'کارهای', 'ضروری', 'بازنمانم', 'زمان', 'به\u200cطور', 'بهینه', 'استفاده', '.']",عنوان کاربر خواست#خواه فراموش کرد#کن ( مثلا تکمیل نکردن فرمی انجام ندادن اقدام ضروری ) ، خودکار یادآوری دریافت توانست#توان انجام کارهای ضروری بازنمانم زمان به‌طور بهینه استفاده .
۲۸۱,به عنوان یک کاربر من می‌خواهم صفحات و اطلاعات به سرعت بارگذاری شوند تا تجربه من در استفاده از سایت یا اپلیکیشن بی‌وقفه و بدون معطلی باشد تا بتوانم زمان خود را صرف انجام کارهای مهم‌تر کنم و از سرعت بالا و کارایی لذت ببرم. ,کاربر,صفحات و اطلاعات به سرعت بارگذاری شوند تا تجربه من در استفاده از سایت یا اپلیکیشن بی‌وقفه و بدون معطلی باشد,زمان خود را صرف انجام کارهای مهم‌تر کنم و از سرعت بالا و کارایی لذت ببرم.,به عنوان یک کاربر من می‌خواهم صفحات و اطلاعات به سرعت بارگذاری شوند تا تجربه من در استفاده از سایت یا اپلیکیشن بی‌وقفه و بدون معطلی باشد تا بتوانم زمان خود را صرف انجام کارهای مهم‌تر کنم و از سرعت بالا و کارایی لذت ببرم .,به عنوان یک کاربر من می‌خواهم صفحات و اطلاعات به سرعت بارگذاری شوند تا تجربه من در استفاده از سایت یا اپلیکیشن بی‌وقفه و بدون معطلی باشد تا بتوانم زمان خود را صرف انجام کارهای مهم‌تر کنم و از سرعت بالا و کارایی لذت ببرم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'صفحات', 'و', 'اطلاعات', 'به', 'سرعت', 'بارگذاری', 'شوند', 'تا', 'تجربه', 'من', 'در', 'استفاده', 'از', 'سایت', 'یا', 'اپلیکیشن', 'بی\u200cوقفه', 'و', 'بدون', 'معطلی', 'باشد', 'تا', 'بتوانم', 'زمان', 'خود', 'را', 'صرف', 'انجام', 'کارهای', 'مهم\u200cتر', 'کنم', 'و', 'از', 'سرعت', 'بالا', 'و', 'کارایی', 'لذت', 'ببرم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'صفحات', 'اطلاعات', 'سرعت', 'بارگذاری', 'تجربه', 'استفاده', 'سایت', 'اپلیکیشن', 'بی\u200cوقفه', 'معطلی', 'بتوانم', 'زمان', 'انجام', 'کارهای', 'مهم\u200cتر', 'سرعت', 'کارایی', 'لذت', 'ببرم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'صفحات', 'اطلاعات', 'سرعت', 'بارگذاری', 'تجربه', 'استفاده', 'سایت', 'اپلیکیشن', 'بی\u200cوقفه', 'معطلی', 'توانست#توان', 'زمان', 'انجام', 'کارهای', 'مهم', 'سرعت', 'کارایی', 'لذت', 'برد#بر', '.']",عنوان کاربر خواست#خواه صفحات اطلاعات سرعت بارگذاری تجربه استفاده سایت اپلیکیشن بی‌وقفه معطلی توانست#توان زمان انجام کارهای مهم سرعت کارایی لذت برد#بر .
۲۸۲,به عنوان یک کاربر من می‌خواهم بتوانم به راحتی نظر یا بازخورد خود را در مورد محصول یا سرویس ارائه شده به اشتراک بگذارم تا بتوانم نظر خود را بیان کرده و باعث بهبود بیشتر محصول یا سرویس شوم. ,کاربر,بتوانم به راحتی نظر یا بازخورد خود را در مورد محصول یا سرویس ارائه شده به اشتراک بگذارم,نظر خود را بیان کرده و باعث بهبود بیشتر محصول یا سرویس شوم.,به عنوان یک کاربر من می‌خواهم بتوانم به راحتی نظر یا بازخورد خود را در مورد محصول یا سرویس ارائه شده به اشتراک بگذارم تا بتوانم نظر خود را بیان کرده و باعث بهبود بیشتر محصول یا سرویس شوم .,به عنوان یک کاربر من می‌خواهم بتوانم به راحتی نظر یا بازخورد خود را در مورد محصول یا سرویس ارائه‌شده به اشتراک بگذارم تا بتوانم نظر خود را بیان کرده و باعث بهبود بیشتر محصول یا سرویس شوم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'بتوانم', 'به', 'راحتی', 'نظر', 'یا', 'بازخورد', 'خود', 'را', 'در', 'مورد', 'محصول', 'یا', 'سرویس', 'ارائه\u200cشده', 'به', 'اشتراک', 'بگذارم', 'تا', 'بتوانم', 'نظر', 'خود', 'را', 'بیان', 'کرده', 'و', 'باعث', 'بهبود', 'بیشتر', 'محصول', 'یا', 'سرویس', 'شوم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'بتوانم', 'راحتی', 'بازخورد', 'محصول', 'سرویس', 'ارائه\u200cشده', 'اشتراک', 'بگذارم', 'بتوانم', 'بهبود', 'محصول', 'سرویس', 'شوم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'توانست#توان', 'راحتی', 'بازخورد', 'محصول', 'سرویس', 'ارائه\u200cشده', 'اشتراک', 'گذارد#گذار', 'توانست#توان', 'بهبود', 'محصول', 'سرویس', 'شوم', '.']",عنوان کاربر خواست#خواه توانست#توان راحتی بازخورد محصول سرویس ارائه‌شده اشتراک گذارد#گذار توانست#توان بهبود محصول سرویس شوم .
۲۸۳,به عنوان یک کاربر من می‌خواهم تمامی دستورالعمل‌ها، پیغام‌ها و اطلاعات در سیستم به زبان ساده و قابل فهم باشد تا بتوانم بدون نیاز به توضیحات بیشتر، از سیستم استفاده کنم و دچار سردرگمی نشوم. ,کاربر,تمامی دستورالعمل‌ها، پیغام‌ها و اطلاعات در سیستم به زبان ساده و قابل فهم باشد,بدون نیاز به توضیحات بیشتر، از سیستم استفاده کنم و دچار سردرگمی نشوم.,به عنوان یک کاربر من می‌خواهم تمامی دستورالعمل‌ها ، پیغام‌ها و اطلاعات در سیستم به زبان ساده و قابل فهم باشد تا بتوانم بدون نیاز به توضیحات بیشتر ، از سیستم استفاده کنم و دچار سردرگمی نشوم .,به عنوان یک کاربر من می‌خواهم تمامی دستورالعمل‌ها، پیغام‌ها و اطلاعات در سیستم به زبان ساده و قابل‌فهم باشد تا بتوانم بدون نیاز به توضیحات بیشتر، از سیستم استفاده کنم و دچار سردرگمی نشوم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'تمامی', 'دستورالعمل\u200cها', '،', 'پیغام\u200cها', 'و', 'اطلاعات', 'در', 'سیستم', 'به', 'زبان', 'ساده', 'و', 'قابل\u200cفهم', 'باشد', 'تا', 'بتوانم', 'بدون', 'نیاز', 'به', 'توضیحات', 'بیشتر', '،', 'از', 'سیستم', 'استفاده', 'کنم', 'و', 'دچار', 'سردرگمی', 'نشوم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'دستورالعمل\u200cها', '،', 'پیغام\u200cها', 'اطلاعات', 'سیستم', 'زبان', 'ساده', 'قابل\u200cفهم', 'بتوانم', 'توضیحات', '،', 'سیستم', 'استفاده', 'سردرگمی', 'نشوم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'دستورالعمل', '،', 'پیغام', 'اطلاعات', 'سیستم', 'زبان', 'ساده', 'قابل\u200cفهم', 'توانست#توان', 'توضیحات', '،', 'سیستم', 'استفاده', 'سردرگمی', 'شد#شو', '.']",عنوان کاربر خواست#خواه دستورالعمل ، پیغام اطلاعات سیستم زبان ساده قابل‌فهم توانست#توان توضیحات ، سیستم استفاده سردرگمی شد#شو .
۲۸۴,به عنوان یک مشتری من می‌خواهم در هر زمان که به کمک نیاز دارم، به راحتی به پشتیبانی آنلاین دسترسی پیدا کنم تا بتوانم سریعاً مشکل خود را حل کنم و تجربه بهتری داشته باشم. ,مشتری,در هر زمان که به کمک نیاز دارم، به راحتی به پشتیبانی آنلاین دسترسی پیدا کنم,سریعاً مشکل خود را حل کنم و تجربه بهتری داشته باشم.,به عنوان یک مشتری من می‌خواهم در هر زمان که به کمک نیاز دارم ، به راحتی به پشتیبانی آنلاین دسترسی پیدا کنم تا بتوانم سریع‌ها مشکل خود را حل کنم و تجربه بهتری داشته_باشم .,به عنوان یک مشتری من می‌خواهم در هر زمان که به کمک نیاز دارم، به راحتی به پشتیبانی آنلاین دسترسی پیدا کنم تا بتوانم سریع‌ها مشکل خود را حل کنم و تجربه بهتری داشته_باشم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'در', 'هر', 'زمان', 'که', 'به', 'کمک', 'نیاز', 'دارم', '،', 'به', 'راحتی', 'به', 'پشتیبانی', 'آنلاین', 'دسترسی', 'پیدا', 'کنم', 'تا', 'بتوانم', 'سریع\u200cها', 'مشکل', 'خود', 'را', 'حل', 'کنم', 'و', 'تجربه', 'بهتری', 'داشته_باشم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'زمان', 'کمک', 'دارم', '،', 'راحتی', 'پشتیبانی', 'آنلاین', 'دسترسی', 'بتوانم', 'سریع\u200cها', 'مشکل', 'تجربه', 'بهتری', 'داشته_باشم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'زمان', 'کمک', 'داشت#دار', '،', 'راحتی', 'پشتیبانی', 'آنلاین', 'دسترسی', 'توانست#توان', 'سریع', 'مشکل', 'تجربه', 'بهتری', 'داشت#دار', '.']",عنوان مشتری خواست#خواه زمان کمک داشت#دار ، راحتی پشتیبانی آنلاین دسترسی توانست#توان سریع مشکل تجربه بهتری داشت#دار .
۲۸۵,به عنوان یک کاربر ثبت‌نام‌کرده من می‌خواهم قابلیت شخصی‌سازی پروفایل خود مانند تغییر تصویر پروفایل یا تنظیمات نمایش را داشته باشم تا بتوانم تجربه‌ای شخصی‌تر و متناسب با نیاز خود داشته باشم. ,کاربر ثبت‌نام‌کرده,قابلیت شخصی‌سازی پروفایل خود مانند تغییر تصویر پروفایل یا تنظیمات نمایش را داشته باشم,تجربه‌ای شخصی‌تر و متناسب با نیاز خود داشته باشم.,به عنوان یک کاربر ثبت‌نام‌کرده من می‌خواهم قابلیت شخصی‌سازی پروفایل خود مانند تغییر تصویر پروفایل یا تنظیمات نمایش را داشته_باشم تا بتوانم تجربه‌ای شخصی‌تر و متناسب با نیاز خود داشته_باشم .,به عنوان یک کاربر ثبت‌نام‌کرده من می‌خواهم قابلیت شخصی‌سازی پروفایل خود مانند تغییر تصویر پروفایل یا تنظیمات نمایش را داشته_باشم تا بتوانم تجربه‌ای شخصی‌تر و متناسب با نیاز خود داشته_باشم.,"['به', 'عنوان', 'یک', 'کاربر', 'ثبت\u200cنام\u200cکرده', 'من', 'می\u200cخواهم', 'قابلیت', 'شخصی\u200cسازی', 'پروفایل', 'خود', 'مانند', 'تغییر', 'تصویر', 'پروفایل', 'یا', 'تنظیمات', 'نمایش', 'را', 'داشته_باشم', 'تا', 'بتوانم', 'تجربه\u200cای', 'شخصی\u200cتر', 'و', 'متناسب', 'با', 'نیاز', 'خود', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'ثبت\u200cنام\u200cکرده', 'می\u200cخواهم', 'قابلیت', 'شخصی\u200cسازی', 'پروفایل', 'تصویر', 'پروفایل', 'تنظیمات', 'نمایش', 'داشته_باشم', 'بتوانم', 'تجربه\u200cای', 'شخصی\u200cتر', 'متناسب', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'ثبت\u200cنام\u200cکرده', 'خواست#خواه', 'قابلیت', 'شخصی\u200cسازی', 'پروفایل', 'تصویر', 'پروفایل', 'تنظیمات', 'نمایش', 'داشت#دار', 'توانست#توان', 'تجربه', 'شخصی', 'متناسب', 'داشت#دار', '.']",عنوان کاربر ثبت‌نام‌کرده خواست#خواه قابلیت شخصی‌سازی پروفایل تصویر پروفایل تنظیمات نمایش داشت#دار توانست#توان تجربه شخصی متناسب داشت#دار .
۲۸۶,به عنوان یک مدیر محصول من می‌خواهم کاربران را تشویق کنم که بازخورد درباره تجربه کاربری خود ارائه دهند تا بتوانم نقاط ضعف و قوت را شناسایی و بهبود‌های لازم را انجام دهم. ,مدیر محصول,کاربران را تشویق کنم که بازخورد درباره تجربه کاربری خود ارائه دهند,نقاط ضعف و قوت را شناسایی و بهبود‌های لازم را انجام دهم.,به عنوان یک مدیر محصول من می‌خواهم کاربران را تشویق کنم که بازخورد درباره تجربه کاربری خود ارائه دهند تا بتوانم نقاط ضعف و قوت را شناسایی و بهبود‌های لازم را انجام دهم .,به عنوان یک مدیر محصول من می‌خواهم کاربران را تشویق کنم که بازخورد درباره تجربه کاربری خود ارائه دهند تا بتوانم نقاط ضعف و قوت را شناسایی و بهبود‌های لازم را انجام دهم.,"['به', 'عنوان', 'یک', 'مدیر', 'محصول', 'من', 'می\u200cخواهم', 'کاربران', 'را', 'تشویق', 'کنم', 'که', 'بازخورد', 'درباره', 'تجربه', 'کاربری', 'خود', 'ارائه', 'دهند', 'تا', 'بتوانم', 'نقاط', 'ضعف', 'و', 'قوت', 'را', 'شناسایی', 'و', 'بهبود\u200cهای', 'لازم', 'را', 'انجام', 'دهم', '.']","['عنوان', 'مدیر', 'محصول', 'می\u200cخواهم', 'کاربران', 'تشویق', 'بازخورد', 'تجربه', 'کاربری', 'ارائه', 'بتوانم', 'نقاط', 'ضعف', 'قوت', 'شناسایی', 'بهبود\u200cهای', 'انجام', 'دهم', '.']","['عنوان', 'مدیر', 'محصول', 'خواست#خواه', 'کاربر', 'تشویق', 'بازخورد', 'تجربه', 'کاربری', 'ارائه', 'توانست#توان', 'نقاط', 'ضعف', 'قوت', 'شناسایی', 'بهبود', 'انجام', 'دهم', '.']",عنوان مدیر محصول خواست#خواه کاربر تشویق بازخورد تجربه کاربری ارائه توانست#توان نقاط ضعف قوت شناسایی بهبود انجام دهم .
۲۸۷,به عنوان یک خریدار آنلاین من می‌خواهم فرآیند خرید بدون پیچیدگی و با مراحل کم انجام شود تا بتوانم خرید سریع و بدون دردسر داشته باشم. ,خریدار آنلاین,فرآیند خرید بدون پیچیدگی و با مراحل کم انجام شود,خرید سریع و بدون دردسر داشته باشم.,به عنوان یک خریدار آنلاین من می‌خواهم فرآیند خرید بدون پیچیدگی و با مراحل کم انجام شود تا بتوانم خرید سریع و بدون دردسر داشته_باشم .,به عنوان یک خریدار آنلاین من می‌خواهم فرآیند خرید بدون پیچیدگی و با مراحل کم انجام شود تا بتوانم خرید سریع و بدون دردسر داشته_باشم.,"['به', 'عنوان', 'یک', 'خریدار', 'آنلاین', 'من', 'می\u200cخواهم', 'فرآیند', 'خرید', 'بدون', 'پیچیدگی', 'و', 'با', 'مراحل', 'کم', 'انجام', 'شود', 'تا', 'بتوانم', 'خرید', 'سریع', 'و', 'بدون', 'دردسر', 'داشته_باشم', '.']","['عنوان', 'خریدار', 'آنلاین', 'می\u200cخواهم', 'فرآیند', 'خرید', 'پیچیدگی', 'مراحل', 'انجام', 'بتوانم', 'خرید', 'سریع', 'دردسر', 'داشته_باشم', '.']","['عنوان', 'خریدار', 'آنلاین', 'خواست#خواه', 'فرآیند', 'خرید', 'پیچیدگی', 'مراحل', 'انجام', 'توانست#توان', 'خرید', 'سریع', 'دردسر', 'داشت#دار', '.']",عنوان خریدار آنلاین خواست#خواه فرآیند خرید پیچیدگی مراحل انجام توانست#توان خرید سریع دردسر داشت#دار .
۲۸۸,به عنوان یک کاربر جدید من می‌خواهم سیستم به طور خودکار اطلاعات من را از قبل ذخیره کرده باشد و مجبور نباشم هر بار آن‌ها را وارد کنم تا بتوانم سرعت بیشتری در استفاده از سیستم داشته باشم. ,کاربر جدید,سیستم به طور خودکار اطلاعات من را از قبل ذخیره کرده باشد و مجبور نباشم هر بار آن‌ها را وارد کنم,سرعت بیشتری در استفاده از سیستم داشته باشم.,به عنوان یک کاربر جدید من می‌خواهم سیستم به طور خودکار اطلاعات من را از قبل ذخیره کرده_باشد و مجبور نباشم هر بار آن‌ها را وارد کنم تا بتوانم سرعت بیشتری در استفاده از سیستم داشته_باشم .,به عنوان یک کاربر جدید من می‌خواهم سیستم به طور خودکار اطلاعات من را از قبل ذخیره کرده_باشد و مجبور نباشم هر بار آن‌ها را وارد کنم تا بتوانم سرعت بیشتری در استفاده از سیستم داشته_باشم.,"['به', 'عنوان', 'یک', 'کاربر', 'جدید', 'من', 'می\u200cخواهم', 'سیستم', 'به', 'طور', 'خودکار', 'اطلاعات', 'من', 'را', 'از', 'قبل', 'ذخیره', 'کرده_باشد', 'و', 'مجبور', 'نباشم', 'هر', 'بار', 'آن\u200cها', 'را', 'وارد', 'کنم', 'تا', 'بتوانم', 'سرعت', 'بیشتری', 'در', 'استفاده', 'از', 'سیستم', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'سیستم', 'خودکار', 'اطلاعات', 'ذخیره', 'کرده_باشد', 'مجبور', 'نباشم', 'آن\u200cها', 'بتوانم', 'سرعت', 'استفاده', 'سیستم', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'سیستم', 'خودکار', 'اطلاعات', 'ذخیره', 'کرد#کن', 'مجبور', 'باشید#باش', 'آن', 'توانست#توان', 'سرعت', 'استفاده', 'سیستم', 'داشت#دار', '.']",عنوان کاربر خواست#خواه سیستم خودکار اطلاعات ذخیره کرد#کن مجبور باشید#باش آن توانست#توان سرعت استفاده سیستم داشت#دار .
