no,userstory,role,capability,objective,informal_normalized_userstory,normalized_dataframe,tokenized_userstory,stopwords_userstory,lemmatized_userstory,string_lemmatized_userstory
94,به عنوان یک اپراتور صندوق من می‌خواهم بتوانم تراکنش‌های خرید و فروش را به سرعت و با دقت پردازش کنم تا بتوانم صف‌های طولانی را کاهش دهم و سرعت خدمات‌دهی را افزایش دهم. ,اپراتور صندوق,بتوانم تراکنش‌های خرید و فروش را به سرعت و با دقت پردازش کنم,صف‌های طولانی را کاهش دهم و سرعت خدمات‌دهی را افزایش دهم.,به عنوان یک اپراتور صندوق من می‌خواهم بتوانم تراکنش‌های خرید و فروش را به سرعت و با دقت پردازش کنم تا بتوانم صف‌های طولانی را کاهش دهم و سرعت خدمات‌دهی را افزایش دهم .,به عنوان یک اپراتور صندوق من می‌خواهم بتوانم تراکنش‌های خرید و فروش را به سرعت و با دقت پردازش کنم تا بتوانم صف‌های طولانی را کاهش دهم و سرعت خدمات‌دهی را افزایش دهم.,"['به', 'عنوان', 'یک', 'اپراتور', 'صندوق', 'من', 'می\u200cخواهم', 'بتوانم', 'تراکنش\u200cهای', 'خرید', 'و', 'فروش', 'را', 'به', 'سرعت', 'و', 'با', 'دقت', 'پردازش', 'کنم', 'تا', 'بتوانم', 'صف\u200cهای', 'طولانی', 'را', 'کاهش', 'دهم', 'و', 'سرعت', 'خدمات\u200cدهی', 'را', 'افزایش', 'دهم', '.']","['عنوان', 'اپراتور', 'صندوق', 'می\u200cخواهم', 'بتوانم', 'تراکنش\u200cهای', 'خرید', 'فروش', 'سرعت', 'دقت', 'پردازش', 'بتوانم', 'صف\u200cهای', 'طولانی', 'کاهش', 'دهم', 'سرعت', 'خدمات\u200cدهی', 'افزایش', 'دهم', '.']","['عنوان', 'اپراتور', 'صندوق', 'خواست#خواه', 'توانست#توان', 'تراکنش', 'خرید', 'فروش', 'سرعت', 'دقت', 'پردازش', 'توانست#توان', 'صف', 'طولانی', 'کاهش', 'دهم', 'سرعت', 'خدمات\u200cدهی', 'افزایش', 'دهم', '.']",عنوان اپراتور صندوق خواست#خواه توانست#توان تراکنش خرید فروش سرعت دقت پردازش توانست#توان صف طولانی کاهش دهم سرعت خدمات‌دهی افزایش دهم .
95,به عنوان یک حسابدار من می‌خواهم بتوانم تاریخچه تراکنش‌های مالی را به سرعت مرور کنم تا بتوانم بدون نیاز به جستجوی طولانی، سریعاً اطلاعات مالی را پیدا کنم. ,حسابدار,بتوانم تاریخچه تراکنش‌های مالی را به سرعت مرور کنم,بدون نیاز به جستجوی طولانی، سریعاً اطلاعات مالی را پیدا کنم.,به عنوان یک حسابدار من می‌خواهم بتوانم تاریخچه تراکنش‌های مالی را به سرعت مرور کنم تا بتوانم بدون نیاز به جستجوی طولانی ، سریع‌ها اطلاعات مالی را پیدا کنم .,به عنوان یک حسابدار من می‌خواهم بتوانم تاریخچه تراکنش‌های مالی را به سرعت مرور کنم تا بتوانم بدون نیاز به جستجوی طولانی، سریع‌ها اطلاعات مالی را پیدا کنم.,"['به', 'عنوان', 'یک', 'حسابدار', 'من', 'می\u200cخواهم', 'بتوانم', 'تاریخچه', 'تراکنش\u200cهای', 'مالی', 'را', 'به', 'سرعت', 'مرور', 'کنم', 'تا', 'بتوانم', 'بدون', 'نیاز', 'به', 'جستجوی', 'طولانی', '،', 'سریع\u200cها', 'اطلاعات', 'مالی', 'را', 'پیدا', 'کنم', '.']","['عنوان', 'حسابدار', 'می\u200cخواهم', 'بتوانم', 'تاریخچه', 'تراکنش\u200cهای', 'مالی', 'سرعت', 'مرور', 'بتوانم', 'جستجوی', 'طولانی', '،', 'سریع\u200cها', 'اطلاعات', 'مالی', '.']","['عنوان', 'حسابدار', 'خواست#خواه', 'توانست#توان', 'تاریخچه', 'تراکنش', 'مالی', 'سرعت', 'مرور', 'توانست#توان', 'جستجوی', 'طولانی', '،', 'سریع', 'اطلاعات', 'مالی', '.']",عنوان حسابدار خواست#خواه توانست#توان تاریخچه تراکنش مالی سرعت مرور توانست#توان جستجوی طولانی ، سریع اطلاعات مالی .
96,به عنوان یک مشتری من می‌خواهم بتوانم چند محصول را همزمان مقایسه کنم تا بتوانم سریع‌تر تصمیم بگیرم و وقت خود را برای مقایسه‌های دستی هدر ندهم. ,مشتری,بتوانم چند محصول را همزمان مقایسه کنم,سریع‌تر تصمیم بگیرم و وقت خود را برای مقایسه‌های دستی هدر ندهم.,به عنوان یک مشتری من می‌خواهم بتوانم چند محصول را همزمان مقایسه کنم تا بتوانم سریع‌تر تصمیم بگیرم و وقت خود را برای مقایسه‌های دستی هدر ندهم .,به عنوان یک مشتری من می‌خواهم بتوانم چند محصول را همزمان مقایسه کنم تا بتوانم سریع‌تر تصمیم بگیرم و وقت خود را برای مقایسه‌های دستی هدر ندهم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'چند', 'محصول', 'را', 'همزمان', 'مقایسه', 'کنم', 'تا', 'بتوانم', 'سریع\u200cتر', 'تصمیم', 'بگیرم', 'و', 'وقت', 'خود', 'را', 'برای', 'مقایسه\u200cهای', 'دستی', 'هدر', 'ندهم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'محصول', 'همزمان', 'مقایسه', 'بتوانم', 'سریع\u200cتر', 'تصمیم', 'بگیرم', 'وقت', 'مقایسه\u200cهای', 'دستی', 'هدر', 'ندهم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'محصول', 'همزمان', 'مقایسه', 'توانست#توان', 'سریع', 'تصمیم', 'گرفت#گیر', 'وقت', 'مقایسه', 'دستی', 'هدر', 'داد#ده', '.']",عنوان مشتری خواست#خواه توانست#توان محصول همزمان مقایسه توانست#توان سریع تصمیم گرفت#گیر وقت مقایسه دستی هدر داد#ده .
97,به عنوان یک حسابدار من می‌خواهم بتوانم تاریخچه تراکنش‌ها را با استفاده از فیلترهای مختلف پیدا کنم تا بتوانم اطلاعات مورد نیاز را سریع‌تر بیابم و گزارش‌های دقیق‌تری تهیه کنم. ,حسابدار,بتوانم تاریخچه تراکنش‌ها را با استفاده از فیلترهای مختلف پیدا کنم,اطلاعات مورد نیاز را سریع‌تر بیابم و گزارش‌های دقیق‌تری تهیه کنم.,به عنوان یک حسابدار من می‌خواهم بتوانم تاریخچه تراکنش‌ها را با استفاده از فیلترهای مختلف پیدا کنم تا بتوانم اطلاعات مورد نیاز را سریع‌تر بیابم و گزارش‌های دقیق‌تری تهیه کنم .,به عنوان یک حسابدار من می‌خواهم بتوانم تاریخچه تراکنش‌ها را با استفاده از فیلترهای مختلف پیدا کنم تا بتوانم اطلاعات مورد نیاز را سریع‌تر بیابم و گزارش‌های دقیق‌تری تهیه کنم.,"['به', 'عنوان', 'یک', 'حسابدار', 'من', 'می\u200cخواهم', 'بتوانم', 'تاریخچه', 'تراکنش\u200cها', 'را', 'با', 'استفاده', 'از', 'فیلترهای', 'مختلف', 'پیدا', 'کنم', 'تا', 'بتوانم', 'اطلاعات', 'مورد', 'نیاز', 'را', 'سریع\u200cتر', 'بیابم', 'و', 'گزارش\u200cهای', 'دقیق\u200cتری', 'تهیه', 'کنم', '.']","['عنوان', 'حسابدار', 'می\u200cخواهم', 'بتوانم', 'تاریخچه', 'تراکنش\u200cها', 'استفاده', 'فیلترهای', 'مختلف', 'بتوانم', 'اطلاعات', 'سریع\u200cتر', 'بیابم', 'گزارش\u200cهای', 'دقیق\u200cتری', '.']","['عنوان', 'حسابدار', 'خواست#خواه', 'توانست#توان', 'تاریخچه', 'تراکنش', 'استفاده', 'فیلتر', 'مختلف', 'توانست#توان', 'اطلاعات', 'سریع', 'یابید#یاب', 'گزارش', 'دقیق\u200cتری', '.']",عنوان حسابدار خواست#خواه توانست#توان تاریخچه تراکنش استفاده فیلتر مختلف توانست#توان اطلاعات سریع یابید#یاب گزارش دقیق‌تری .
98,به عنوان یک طراح گرافیک من می‌خواهم به راحتی به ابزارها و ویژگی‌های پیشرفته نرم‌افزار دسترسی داشته باشم تا بتوانم بدون نیاز به جستجو و زمان‌بر بودن، از تمام قابلیت‌های نرم‌افزار به‌طور مؤثر استفاده کنم. ,طراح گرافیک,به راحتی به ابزارها و ویژگی‌های پیشرفته نرم‌افزار دسترسی داشته باشم,بدون نیاز به جستجو و زمان‌بر بودن، از تمام قابلیت‌های نرم‌افزار به‌طور مؤثر استفاده کنم.,به عنوان یک طراح گرافیک من می‌خواهم به راحتی به ابزارها و ویژگی‌های پیشرفته نرم‌افزار دسترسی داشته_باشم تا بتوانم بدون نیاز به جستجو و زمان‌بر بودن ، از تمام قابلیت‌های نرم‌افزار به‌طور مؤثر استفاده کنم .,به عنوان یک طراح گرافیک من می‌خواهم به راحتی به ابزارها و ویژگی‌های پیشرفته نرم‌افزار دسترسی داشته_باشم تا بتوانم بدون نیاز به جستجو و زمان‌بر بودن، از تمام قابلیت‌های نرم‌افزار به‌طور مؤثر استفاده کنم.,"['به', 'عنوان', 'یک', 'طراح', 'گرافیک', 'من', 'می\u200cخواهم', 'به', 'راحتی', 'به', 'ابزارها', 'و', 'ویژگی\u200cهای', 'پیشرفته', 'نرم\u200cافزار', 'دسترسی', 'داشته_باشم', 'تا', 'بتوانم', 'بدون', 'نیاز', 'به', 'جستجو', 'و', 'زمان\u200cبر', 'بودن', '،', 'از', 'تمام', 'قابلیت\u200cهای', 'نرم\u200cافزار', 'به\u200cطور', 'مؤثر', 'استفاده', 'کنم', '.']","['عنوان', 'طراح', 'گرافیک', 'می\u200cخواهم', 'راحتی', 'ابزارها', 'ویژگی\u200cهای', 'پیشرفته', 'نرم\u200cافزار', 'دسترسی', 'داشته_باشم', 'بتوانم', 'جستجو', 'زمان\u200cبر', '،', 'قابلیت\u200cهای', 'نرم\u200cافزار', 'به\u200cطور', 'مؤثر', 'استفاده', '.']","['عنوان', 'طراح', 'گرافیک', 'خواست#خواه', 'راحتی', 'ابزار', 'ویژگی', 'پیشرفته', 'نرم\u200cافزار', 'دسترسی', 'داشت#دار', 'توانست#توان', 'جستجو', 'زمان\u200cبر', '،', 'قابلیت', 'نرم\u200cافزار', 'به\u200cطور', 'مؤثر', 'استفاده', '.']",عنوان طراح گرافیک خواست#خواه راحتی ابزار ویژگی پیشرفته نرم‌افزار دسترسی داشت#دار توانست#توان جستجو زمان‌بر ، قابلیت نرم‌افزار به‌طور مؤثر استفاده .
99,به عنوان یک مدیر مالی من می‌خواهم گزار‌شات مالی را به صورت خودکار و در قالب‌های مختلف مشاهده کنم تا بتوانم زمان کمتری را برای بررسی دستی گزارشات صرف کنم و تصمیمات سریع‌تری بگیرم. ,مدیر مالی,گزار‌شات مالی را به صورت خودکار و در قالب‌های مختلف مشاهده کنم,زمان کمتری را برای بررسی دستی گزارشات صرف کنم و تصمیمات سریع‌تری بگیرم.,به عنوان یک مدیر مالی من می‌خواهم گزار‌شات مالی را به صورت خودکار و در قالب‌های مختلف مشاهده کنم تا بتوانم زمان کمتری را برای بررسی دستی گزارشات صرف کنم و تصمیمات سریع‌تری بگیرم .,به عنوان یک مدیر مالی من می‌خواهم گزار‌شات مالی را به صورت خودکار و در قالب‌های مختلف مشاهده کنم تا بتوانم زمان کمتری را برای بررسی دستی گزارشات صرف کنم و تصمیمات سریع‌تری بگیرم.,"['به', 'عنوان', 'یک', 'مدیر', 'مالی', 'من', 'می\u200cخواهم', 'گزار\u200cشات', 'مالی', 'را', 'به', 'صورت', 'خودکار', 'و', 'در', 'قالب\u200cهای', 'مختلف', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'زمان', 'کمتری', 'را', 'برای', 'بررسی', 'دستی', 'گزارشات', 'صرف', 'کنم', 'و', 'تصمیمات', 'سریع\u200cتری', 'بگیرم', '.']","['عنوان', 'مدیر', 'مالی', 'می\u200cخواهم', 'گزار\u200cشات', 'مالی', 'صورت', 'خودکار', 'قالب\u200cهای', 'مختلف', 'مشاهده', 'بتوانم', 'زمان', 'کمتری', 'بررسی', 'دستی', 'گزارشات', 'تصمیمات', 'سریع\u200cتری', 'بگیرم', '.']","['عنوان', 'مدیر', 'مالی', 'خواست#خواه', 'گزار', 'مالی', 'صورت', 'خودکار', 'قالب', 'مختلف', 'مشاهده', 'توانست#توان', 'زمان', 'کمتر', 'بررسی', 'دستی', 'گزارشات', 'تصمیمات', 'سریع\u200cتری', 'گرفت#گیر', '.']",عنوان مدیر مالی خواست#خواه گزار مالی صورت خودکار قالب مختلف مشاهده توانست#توان زمان کمتر بررسی دستی گزارشات تصمیمات سریع‌تری گرفت#گیر .
100,به عنوان یک کاربر مبتدی من می‌خواهم از الگوهای از پیش طراحی شده برای ساخت گزارش یا اسلاید استفاده کنم تا بتوانم سریع‌تر و بدون نیاز به طراحی از ابتدا، کارم را پیش ببرم. ,کاربر مبتدی,از الگوهای از پیش طراحی شده برای ساخت گزارش یا اسلاید استفاده کنم,سریع‌تر و بدون نیاز به طراحی از ابتدا، کارم را پیش ببرم.,به عنوان یک کاربر مبتدی من می‌خواهم از الگوهای از پیش طراحی شده برای ساخت گزارش یا اسلاید استفاده کنم تا بتوانم سریع‌تر و بدون نیاز به طراحی از ابتدا ، کارم را پیش ببرم .,به عنوان یک کاربر مبتدی من می‌خواهم از الگوهای از پیش طراحی‌شده برای ساخت گزارش یا اسلاید استفاده کنم تا بتوانم سریع‌تر و بدون نیاز به طراحی از ابتدا، کارم را پیش ببرم.,"['به', 'عنوان', 'یک', 'کاربر', 'مبتدی', 'من', 'می\u200cخواهم', 'از', 'الگوهای', 'از', 'پیش', 'طراحی\u200cشده', 'برای', 'ساخت', 'گزارش', 'یا', 'اسلاید', 'استفاده', 'کنم', 'تا', 'بتوانم', 'سریع\u200cتر', 'و', 'بدون', 'نیاز', 'به', 'طراحی', 'از', 'ابتدا', '،', 'کارم', 'را', 'پیش', 'ببرم', '.']","['عنوان', 'کاربر', 'مبتدی', 'می\u200cخواهم', 'الگوهای', 'طراحی\u200cشده', 'ساخت', 'گزارش', 'اسلاید', 'استفاده', 'بتوانم', 'سریع\u200cتر', 'طراحی', '،', 'کارم', 'ببرم', '.']","['عنوان', 'کاربر', 'مبتدی', 'خواست#خواه', 'الگو', 'طراحی\u200cشده', 'ساخت', 'گزارش', 'اسلاید', 'استفاده', 'توانست#توان', 'سریع', 'طراحی', '،', 'کاشت#کار', 'برد#بر', '.']",عنوان کاربر مبتدی خواست#خواه الگو طراحی‌شده ساخت گزارش اسلاید استفاده توانست#توان سریع طراحی ، کاشت#کار برد#بر .
101,به عنوان یک مدیر محتوا من می‌خواهم بتوانم تصاویر را به سرعت در سیستم آپلود کنم تا بتوانم بدون تأخیر زیاد در سیستم، محتوای بصری را برای صفحات وب آماده کنم. ,مدیر محتوا,بتوانم تصاویر را به سرعت در سیستم آپلود کنم,بدون تأخیر زیاد در سیستم، محتوای بصری را برای صفحات وب آماده کنم.,به عنوان یک مدیر محتوا من می‌خواهم بتوانم تصاویر را به سرعت در سیستم آپلود کنم تا بتوانم بدون تأخیر زیاد در سیستم ، محتوای بصری را برای صفحات وب آماده کنم .,به عنوان یک مدیر محتوا من می‌خواهم بتوانم تصاویر را به سرعت در سیستم آپلود کنم تا بتوانم بدون تأخیر زیاد در سیستم، محتوای بصری را برای صفحات وب آماده کنم.,"['به', 'عنوان', 'یک', 'مدیر', 'محتوا', 'من', 'می\u200cخواهم', 'بتوانم', 'تصاویر', 'را', 'به', 'سرعت', 'در', 'سیستم', 'آپلود', 'کنم', 'تا', 'بتوانم', 'بدون', 'تأخیر', 'زیاد', 'در', 'سیستم', '،', 'محتوای', 'بصری', 'را', 'برای', 'صفحات', 'وب', 'آماده', 'کنم', '.']","['عنوان', 'مدیر', 'محتوا', 'می\u200cخواهم', 'بتوانم', 'تصاویر', 'سرعت', 'سیستم', 'آپلود', 'بتوانم', 'تأخیر', 'سیستم', '،', 'محتوای', 'بصری', 'صفحات', 'وب', 'آماده', '.']","['عنوان', 'مدیر', 'محتوا', 'خواست#خواه', 'توانست#توان', 'تصاویر', 'سرعت', 'سیستم', 'آپلود', 'توانست#توان', 'تأخیر', 'سیستم', '،', 'محتوا', 'بصری', 'صفحات', 'وب', 'آماده', '.']",عنوان مدیر محتوا خواست#خواه توانست#توان تصاویر سرعت سیستم آپلود توانست#توان تأخیر سیستم ، محتوا بصری صفحات وب آماده .
102,به عنوان یک تحلیلگر داده من می‌خواهم داده‌ها را به راحتی از نرم‌افزار دیگر به سیستم فعلی منتقل کنم تا بتوانم بدون نیاز به وارد کردن دستی داده‌ها، کارایی خود را افزایش دهم. ,تحلیلگر داده,داده‌ها را به راحتی از نرم‌افزار دیگر به سیستم فعلی منتقل کنم,بدون نیاز به وارد کردن دستی داده‌ها، کارایی خود را افزایش دهم.,به عنوان یک تحلیلگر داده من می‌خواهم داده‌ها را به راحتی از نرم‌افزار دیگر به سیستم فعلی منتقل کنم تا بتوانم بدون نیاز به وارد کردن دستی داده‌ها ، کارایی خود را افزایش دهم .,به عنوان یک تحلیلگر داده من می‌خواهم داده‌ها را به راحتی از نرم‌افزار دیگر به سیستم فعلی منتقل کنم تا بتوانم بدون نیاز به وارد کردن دستی داده‌ها، کارایی خود را افزایش دهم.,"['به', 'عنوان', 'یک', 'تحلیلگر', 'داده', 'من', 'می\u200cخواهم', 'داده\u200cها', 'را', 'به', 'راحتی', 'از', 'نرم\u200cافزار', 'دیگر', 'به', 'سیستم', 'فعلی', 'منتقل', 'کنم', 'تا', 'بتوانم', 'بدون', 'نیاز', 'به', 'وارد', 'کردن', 'دستی', 'داده\u200cها', '،', 'کارایی', 'خود', 'را', 'افزایش', 'دهم', '.']","['عنوان', 'تحلیلگر', 'می\u200cخواهم', 'داده\u200cها', 'راحتی', 'نرم\u200cافزار', 'سیستم', 'فعلی', 'منتقل', 'بتوانم', 'دستی', 'داده\u200cها', '،', 'کارایی', 'افزایش', 'دهم', '.']","['عنوان', 'تحلیلگر', 'خواست#خواه', 'داده', 'راحتی', 'نرم\u200cافزار', 'سیستم', 'فعلی', 'منتقل', 'توانست#توان', 'دستی', 'داده', '،', 'کارایی', 'افزایش', 'دهم', '.']",عنوان تحلیلگر خواست#خواه داده راحتی نرم‌افزار سیستم فعلی منتقل توانست#توان دستی داده ، کارایی افزایش دهم .
103,به عنوان یک پژوهشگر من می‌خواهم از فیلترهای پیچیده برای جستجوی مقالات استفاده کنم تا بتوانم به سرعت نتایج دقیق و مرتبط را پیدا کنم و از وقت خود بهینه استفاده کنم. ,پژوهشگر,از فیلترهای پیچیده برای جستجوی مقالات استفاده کنم,به سرعت نتایج دقیق و مرتبط را پیدا کنم و از وقت خود بهینه استفاده کنم.,به عنوان یک پژوهشگر من می‌خواهم از فیلترهای پیچیده برای جستجوی مقالات استفاده کنم تا بتوانم به سرعت نتایج دقیق و مرتبط را پیدا کنم و از وقت خود بهینه استفاده کنم .,به عنوان یک پژوهشگر من می‌خواهم از فیلترهای پیچیده برای جستجوی مقالات استفاده کنم تا بتوانم به سرعت نتایج دقیق و مرتبط را پیدا کنم و از وقت خود بهینه استفاده کنم.,"['به', 'عنوان', 'یک', 'پژوهشگر', 'من', 'می\u200cخواهم', 'از', 'فیلترهای', 'پیچیده', 'برای', 'جستجوی', 'مقالات', 'استفاده', 'کنم', 'تا', 'بتوانم', 'به', 'سرعت', 'نتایج', 'دقیق', 'و', 'مرتبط', 'را', 'پیدا', 'کنم', 'و', 'از', 'وقت', 'خود', 'بهینه', 'استفاده', 'کنم', '.']","['عنوان', 'پژوهشگر', 'می\u200cخواهم', 'فیلترهای', 'پیچیده', 'جستجوی', 'مقالات', 'استفاده', 'بتوانم', 'سرعت', 'نتایج', 'دقیق', 'مرتبط', 'وقت', 'بهینه', 'استفاده', '.']","['عنوان', 'پژوهشگر', 'خواست#خواه', 'فیلتر', 'پیچیده', 'جستجوی', 'مقالات', 'استفاده', 'توانست#توان', 'سرعت', 'نتایج', 'دقیق', 'مرتبط', 'وقت', 'بهینه', 'استفاده', '.']",عنوان پژوهشگر خواست#خواه فیلتر پیچیده جستجوی مقالات استفاده توانست#توان سرعت نتایج دقیق مرتبط وقت بهینه استفاده .
104,به عنوان یک مسئول بازاریابی من می‌خواهم بتوانم ایمیل‌های تبلیغاتی را به صورت گروهی و با استفاده از لیست‌های از پیش ساخته شده ارسال کنم تا بتوانم زمان کمتری را صرف ارسال ایمیل‌ها کنم و فرایند را سریع‌تر انجام دهم. ,مسئول بازاریابی,بتوانم ایمیل‌های تبلیغاتی را به صورت گروهی و با استفاده از لیست‌های از پیش ساخته شده ارسال کنم,زمان کمتری را صرف ارسال ایمیل‌ها کنم و فرایند را سریع‌تر انجام دهم.,به عنوان یک مسئول بازاریابی من می‌خواهم بتوانم ایمیل‌های تبلیغاتی را به صورت گروهی و با استفاده از لیست‌های از پیش ساخته شده ارسال کنم تا بتوانم زمان کمتری را صرف ارسال ایمیل‌ها کنم و فرایند را سریع‌تر انجام دهم .,به عنوان یک مسئول بازاریابی من می‌خواهم بتوانم ایمیل‌های تبلیغاتی را به صورت گروهی و با استفاده از لیست‌های از پیش‌ساخته شده ارسال کنم تا بتوانم زمان کمتری را صرف ارسال ایمیل‌ها کنم و فرایند را سریع‌تر انجام دهم.,"['به', 'عنوان', 'یک', 'مسئول', 'بازاریابی', 'من', 'می\u200cخواهم', 'بتوانم', 'ایمیل\u200cهای', 'تبلیغاتی', 'را', 'به', 'صورت', 'گروهی', 'و', 'با', 'استفاده', 'از', 'لیست\u200cهای', 'از', 'پیش\u200cساخته', 'شده', 'ارسال', 'کنم', 'تا', 'بتوانم', 'زمان', 'کمتری', 'را', 'صرف', 'ارسال', 'ایمیل\u200cها', 'کنم', 'و', 'فرایند', 'را', 'سریع\u200cتر', 'انجام', 'دهم', '.']","['عنوان', 'مسئول', 'بازاریابی', 'می\u200cخواهم', 'بتوانم', 'ایمیل\u200cهای', 'تبلیغاتی', 'صورت', 'استفاده', 'لیست\u200cهای', 'پیش\u200cساخته', 'ارسال', 'بتوانم', 'زمان', 'کمتری', 'ارسال', 'ایمیل\u200cها', 'فرایند', 'سریع\u200cتر', 'انجام', 'دهم', '.']","['عنوان', 'مسئول', 'بازاریابی', 'خواست#خواه', 'توانست#توان', 'ایمیل', 'تبلیغاتی', 'صورت', 'استفاده', 'لیست', 'پیش\u200cساخته', 'ارسال', 'توانست#توان', 'زمان', 'کمتر', 'ارسال', 'ایمیل', 'فرایند', 'سریع', 'انجام', 'دهم', '.']",عنوان مسئول بازاریابی خواست#خواه توانست#توان ایمیل تبلیغاتی صورت استفاده لیست پیش‌ساخته ارسال توانست#توان زمان کمتر ارسال ایمیل فرایند سریع انجام دهم .
105,به عنوان یک مدیر پروژه من می‌خواهم بتوانم وضعیت تمامی پروژه‌ها را در یک نمای کلی مشاهده کنم تا بتوانم سریعاً اولویت‌ها را تعیین کرده و زمان خود را بهتر مدیریت کنم. ,مدیر پروژه,بتوانم وضعیت تمامی پروژه‌ها را در یک نمای کلی مشاهده کنم,سریعاً اولویت‌ها را تعیین کرده و زمان خود را بهتر مدیریت کنم.,به عنوان یک مدیر پروژه من می‌خواهم بتوانم وضعیت تمامی پروژه‌ها را در یک نمای کلی مشاهده کنم تا بتوانم سریع‌ها اولویت‌ها را تعیین کرده و زمان خود را بهتر مدیریت کنم .,به عنوان یک مدیر پروژه من می‌خواهم بتوانم وضعیت تمامی پروژه‌ها را در یک نمای کلی مشاهده کنم تا بتوانم سریع‌ها اولویت‌ها را تعیین کرده و زمان خود را بهتر مدیریت کنم.,"['به', 'عنوان', 'یک', 'مدیر', 'پروژه', 'من', 'می\u200cخواهم', 'بتوانم', 'وضعیت', 'تمامی', 'پروژه\u200cها', 'را', 'در', 'یک', 'نمای', 'کلی', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'سریع\u200cها', 'اولویت\u200cها', 'را', 'تعیین', 'کرده', 'و', 'زمان', 'خود', 'را', 'بهتر', 'مدیریت', 'کنم', '.']","['عنوان', 'مدیر', 'پروژه', 'می\u200cخواهم', 'بتوانم', 'وضعیت', 'پروژه\u200cها', 'نمای', 'مشاهده', 'بتوانم', 'سریع\u200cها', 'اولویت\u200cها', 'زمان', 'مدیریت', '.']","['عنوان', 'مدیر', 'پروژه', 'خواست#خواه', 'توانست#توان', 'وضعیت', 'پروژه', 'نمود#نما', 'مشاهده', 'توانست#توان', 'سریع', 'اولویت', 'زمان', 'مدیریت', '.']",عنوان مدیر پروژه خواست#خواه توانست#توان وضعیت پروژه نمود#نما مشاهده توانست#توان سریع اولویت زمان مدیریت .
106,به عنوان یک مشتری من می‌خواهم بتوانم آیتم‌های مورد نظر خود را سریعاً به سبد خرید اضافه کنم تا بتوانم فرآیند خرید را سریع‌تر و با کارایی بیشتر انجام دهم. ,مشتری,بتوانم آیتم‌های مورد نظر خود را سریعاً به سبد خرید اضافه کنم,فرآیند خرید را سریع‌تر و با کارایی بیشتر انجام دهم.,به عنوان یک مشتری من می‌خواهم بتوانم آیتم‌های مورد نظر خود را سریع‌ها به سبد خرید اضافه کنم تا بتوانم فرآیند خرید را سریع‌تر و با کارایی بیشتر انجام دهم .,به عنوان یک مشتری من می‌خواهم بتوانم آیتم‌های مورد نظر خود را سریع‌ها به سبد خرید اضافه کنم تا بتوانم فرآیند خرید را سریع‌تر و با کارایی بیشتر انجام دهم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'آیتم\u200cهای', 'مورد', 'نظر', 'خود', 'را', 'سریع\u200cها', 'به', 'سبد', 'خرید', 'اضافه', 'کنم', 'تا', 'بتوانم', 'فرآیند', 'خرید', 'را', 'سریع\u200cتر', 'و', 'با', 'کارایی', 'بیشتر', 'انجام', 'دهم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'آیتم\u200cهای', 'سریع\u200cها', 'سبد', 'خرید', 'اضافه', 'بتوانم', 'فرآیند', 'خرید', 'سریع\u200cتر', 'کارایی', 'انجام', 'دهم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'آیتم', 'سریع', 'سبد', 'خرید', 'اضافه', 'توانست#توان', 'فرآیند', 'خرید', 'سریع', 'کارایی', 'انجام', 'دهم', '.']",عنوان مشتری خواست#خواه توانست#توان آیتم سریع سبد خرید اضافه توانست#توان فرآیند خرید سریع کارایی انجام دهم .
